Signal_ID,Client_ID,Client_Type,Alarm_Type,Technical_Signal,Zone,Date,Time,Shift,Priority_Level,Handled_By,Agent_Seniority,Response_Time_Min,Resolution_Time_Min,Incident,Police_Called,Fire_Department_Called,Escalated,False_Alarm_Reason,Outcome_Category
S00900,C2085,Factory,Burglary,Glass Break,Zone 7 – Storage,2025-04-04,22:33,2nd,Low,E01,Senior,2,13,No,No,No,No,Animal,False Alarm – Animal
S00901,C2147,School,Tamper,Cover Removed,Zone 9 – Hallway,2025-03-23,02:57,3rd,Medium,E06,Junior,13,17,No,No,No,No,Power outage,False Alarm – Power outage
S00902,C2012,Home,Tamper,Tamper Detected,Zone 1 – Main Door,2025-04-24,18:08,2nd,Medium,E08,Junior,18,24,No,No,No,No,Dust,False Alarm – Dust
S00903,C2121,Warehouse,Technical,Power Loss,Zone 7 – Storage,2025-02-22,01:09,3rd,Low,E07,Junior,18,28,No,No,No,No,Power outage,False Alarm – Power outage
S00904,C2061,Shop,Burglary,Motion Detected,Zone 7 – Storage,2025-06-20,01:03,3rd,Low,E08,Junior,18,23,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00905,C2049,Office,Burglary,Alarm Triggered,Zone 7 – Storage,2025-03-23,00:21,3rd,Critical,E06,Junior,11,100,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00906,C2085,Factory,Burglary,Glass Break,Zone 5 – Garage,2025-06-29,03:26,3rd,Critical,E05,Mid,2,80,Yes,No,No,No,N/A,Fire Confirmed
S00907,C2058,Shop,Fire,Smoke Detected,Zone 8 – Control Room,2025-04-08,15:40,2nd,Critical,E05,Mid,9,66,Yes,No,Yes,Yes,N/A,Forced Entry
S00908,C2048,Office,Tamper,Cover Removed,Zone 1 – Main Door,2025-05-30,10:25,1st,Low,E04,Mid,11,14,No,No,No,No,N/A,Unclassified
S00909,C2113,Warehouse,Tamper,Cover Removed,Zone 5 – Garage,2025-02-15,09:18,1st,Low,E06,Junior,8,12,No,No,No,No,Dust,False Alarm – Dust
S00910,C2068,Shop,Burglary,Glass Break,Zone 8 – Control Room,2025-03-06,10:56,1st,High,E07,Junior,11,13,No,No,No,No,User error,False Alarm – User error
S00911,C2068,Shop,Fire,Smoke Detected,Zone 1 – Main Door,2025-04-17,17:53,2nd,High,E06,Junior,8,37,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00912,C2117,Warehouse,Burglary,Alarm Triggered,Zone 5 – Garage,2025-02-26,10:19,1st,High,E03,Mid,7,18,No,No,No,No,Environmental,False Alarm – Environmental
S00913,C2017,Home,Burglary,Glass Break,Zone 1 – Main Door,2025-03-29,05:56,3rd,Medium,E04,Mid,8,21,No,No,No,No,Power outage,False Alarm – Power outage
S00914,C2110,Warehouse,Tamper,Tamper Detected,Zone 5 – Garage,2025-05-14,12:20,1st,Low,E05,Mid,10,17,No,No,No,No,User error,False Alarm – User error
S00915,C2072,Shop,Tamper,Cover Removed,Zone 6 – Office,2025-01-21,02:03,3rd,Low,E05,Mid,6,18,No,No,No,No,Environmental,False Alarm – Environmental
S00916,C2131,School,Tamper,Cover Removed,Zone 0 – Control Panel,2025-04-27,08:10,1st,High,E03,Mid,5,12,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00917,C2127,School,Fire,Gas Leak,Zone 0 – Control Panel,2025-02-27,14:45,1st,Critical,E02,Senior,3,22,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00918,C2052,Shop,Burglary,Glass Break,Zone 9 – Hallway,2025-04-27,18:57,2nd,Critical,E05,Mid,7,70,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00919,C2141,School,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-04-26,20:16,2nd,High,E09,Junior,11,55,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00920,C2087,Factory,Tamper,Cover Removed,Zone 0 – Control Panel,2025-03-30,14:32,1st,High,E08,Junior,15,22,No,No,No,No,Power outage,False Alarm – Power outage
S00921,C2007,Home,Technical,Sensor Fault,Zone 2 – Living Room,2025-01-25,03:24,3rd,Low,E06,Junior,9,16,No,No,No,No,Power outage,False Alarm – Power outage
S00922,C2129,School,Burglary,Motion Detected,Zone 8 – Control Room,2025-04-14,08:18,1st,Low,E06,Junior,9,12,No,No,No,No,Animal,False Alarm – Animal
S00923,C2010,Home,Burglary,Glass Break,Zone 5 – Garage,2025-05-14,16:23,2nd,High,E08,Junior,17,32,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00924,C2036,Office,Burglary,Motion Detected,Zone 7 – Storage,2025-01-10,19:12,2nd,High,E04,Mid,5,64,Yes,Yes,No,Yes,N/A,Forced Entry
S00925,C2149,School,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-05-05,05:52,3rd,Medium,E06,Junior,13,26,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00926,C2060,Shop,Burglary,Motion Detected,Zone 7 – Storage,2025-05-12,10:30,1st,Critical,E04,Mid,8,33,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00927,C2107,Warehouse,Panic Button,Duress Code,Zone 5 – Garage,2025-03-10,18:27,2nd,Critical,E05,Mid,8,40,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00928,C2003,Home,Burglary,Motion Detected,Zone 4 – Kitchen,2025-06-19,03:47,3rd,High,E02,Senior,3,69,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00929,C2006,Home,Burglary,Glass Break,Zone 5 – Garage,2025-03-08,12:37,1st,Medium,E09,Junior,9,20,No,No,No,No,Dust,False Alarm – Dust
S00930,C2053,Shop,Fire,Smoke Detected,Zone 9 – Hallway,2025-02-11,05:24,3rd,Critical,E05,Mid,5,92,Yes,No,Yes,Yes,N/A,Forced Entry
S00931,C2044,Office,Burglary,Motion Detected,Zone 1 – Main Door,2025-03-15,03:05,3rd,Medium,E05,Mid,8,85,Yes,No,No,No,N/A,Confirmed Intrusion
S00932,C2018,Home,Tamper,Cover Removed,Zone 4 – Kitchen,2025-04-13,01:12,3rd,Low,E09,Junior,11,20,No,No,No,No,Animal,False Alarm – Animal
S00933,C2133,School,Burglary,Glass Break,Zone 1 – Main Door,2025-06-28,23:23,3rd,High,E02,Senior,2,5,No,No,No,No,User error,False Alarm – User error
S00934,C2108,Warehouse,Fire,Heat Sensor,Zone 8 – Control Room,2025-05-10,01:34,3rd,Medium,E06,Junior,10,14,No,No,No,No,User error,False Alarm – User error
S00935,C2111,Warehouse,Burglary,Glass Break,Zone 8 – Control Room,2025-04-29,18:19,2nd,High,E05,Mid,9,18,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00936,C2002,Home,Panic Button,Duress Code,Zone 2 – Living Room,2025-02-28,11:12,1st,High,E09,Junior,12,22,No,No,No,No,User error,False Alarm – User error
S00937,C2146,School,Fire,Gas Leak,Zone 0 – Control Panel,2025-05-08,04:58,3rd,Critical,E06,Junior,7,58,Yes,No,Yes,Yes,N/A,Forced Entry
S00938,C2077,Factory,Burglary,Motion Detected,Zone 0 – Control Panel,2025-05-24,20:44,2nd,Medium,E03,Mid,4,17,No,No,No,No,Maintenance,False Alarm – Maintenance
S00939,C2099,Factory,Technical,Low Battery,Zone 5 – Garage,2025-03-21,05:29,3rd,Medium,E04,Mid,6,11,No,No,No,No,Power outage,False Alarm – Power outage
S00940,C2138,School,Technical,Low Battery,Zone 6 – Office,2025-06-01,09:17,1st,Low,E04,Mid,8,22,No,No,No,No,N/A,Unclassified
S00941,C2020,Home,Burglary,Motion Detected,Zone 1 – Main Door,2025-03-22,00:23,3rd,High,E03,Mid,6,16,No,No,No,No,User error,False Alarm – User error
S00942,C2007,Home,Burglary,Motion Detected,Zone 1 – Main Door,2025-03-16,23:29,3rd,Critical,E09,Junior,10,49,Yes,Yes,No,Yes,N/A,Forced Entry
S00943,C2065,Shop,Burglary,Motion Detected,Zone 1 – Main Door,2025-01-21,23:00,3rd,Medium,E09,Junior,10,19,No,No,No,No,Power outage,False Alarm – Power outage
S00944,C2141,School,Technical,Sensor Fault,Zone 9 – Hallway,2025-02-28,00:05,3rd,Low,E06,Junior,12,27,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00945,C2005,Home,Tamper,Tamper Detected,Zone 5 – Garage,2025-02-25,17:10,2nd,Low,E06,Junior,12,16,No,No,No,No,Power outage,False Alarm – Power outage
S00946,C2003,Home,Technical,Power Loss,Zone 9 – Hallway,2025-01-01,16:42,2nd,Low,E04,Mid,6,11,No,No,No,No,Maintenance,False Alarm – Maintenance
S00947,C2137,School,Tamper,Cover Removed,Zone 9 – Hallway,2025-02-10,23:57,3rd,Low,E06,Junior,14,26,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00948,C2079,Factory,Technical,Low Battery,Zone 0 – Control Panel,2025-05-07,16:24,2nd,Low,E10,Mid,5,19,No,No,No,No,N/A,Unclassified
S00949,C2064,Shop,Burglary,Glass Break,Zone 0 – Control Panel,2025-01-03,02:59,3rd,Medium,E08,Junior,15,83,Yes,No,No,No,N/A,Confirmed Intrusion
S00950,C2050,Office,Burglary,Motion Detected,Zone 7 – Storage,2025-06-08,07:21,1st,Low,E02,Senior,4,19,No,No,No,No,Environmental,False Alarm – Environmental
S00951,C2043,Office,Technical,Sensor Fault,Zone 1 – Main Door,2025-03-23,17:46,2nd,Low,E01,Senior,2,12,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00952,C2054,Shop,Tamper,Cover Removed,Zone 7 – Storage,2025-02-05,10:39,1st,High,E06,Junior,11,18,No,No,No,No,Dust,False Alarm – Dust
S00953,C2103,Warehouse,Technical,Low Battery,Zone 7 – Storage,2025-04-15,09:00,1st,Medium,E06,Junior,11,14,No,No,No,No,Maintenance,False Alarm – Maintenance
S00954,C2095,Factory,Fire,Smoke Detected,Zone 1 – Main Door,2025-04-03,19:41,2nd,High,E08,Junior,14,42,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00955,C2084,Factory,Fire,Heat Sensor,Zone 0 – Control Panel,2025-06-08,11:06,1st,High,E01,Senior,2,57,Yes,No,Yes,Yes,N/A,Forced Entry
S00956,C2005,Home,Panic Button,Duress Code,Zone 5 – Garage,2025-04-11,00:21,3rd,Critical,E03,Mid,2,81,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00957,C2032,Office,Technical,Power Restored,Zone 8 – Control Room,2025-03-26,18:01,2nd,Medium,E09,Junior,12,14,No,No,No,No,Power outage,False Alarm – Power outage
S00958,C2128,School,Burglary,Glass Break,Zone 6 – Office,2025-06-20,17:23,2nd,Medium,E07,Junior,14,27,No,No,No,No,User error,False Alarm – User error
S00959,C2085,Factory,Tamper,Cover Removed,Zone 5 – Garage,2025-03-26,06:47,3rd,Medium,E04,Mid,6,20,No,No,No,No,Maintenance,False Alarm – Maintenance
S00960,C2074,Shop,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-01-16,21:41,2nd,Critical,E03,Mid,8,29,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00961,C2098,Factory,Burglary,Alarm Triggered,Zone 7 – Storage,2025-06-19,10:38,1st,Medium,E09,Junior,12,27,No,No,No,No,N/A,Unclassified
S00962,C2050,Office,Burglary,Motion Detected,Zone 1 – Main Door,2025-06-06,14:04,1st,Medium,E07,Junior,13,24,No,No,No,No,User error,False Alarm – User error
S00963,C2130,School,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-05-07,18:15,2nd,Critical,E04,Mid,5,51,Yes,Yes,No,Yes,N/A,Forced Entry
S00964,C2064,Shop,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-02-01,01:38,3rd,Critical,E06,Junior,7,21,No,No,No,No,Environmental,False Alarm – Environmental
S00965,C2093,Factory,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-03-11,14:05,1st,Medium,E07,Junior,13,26,No,No,No,No,Maintenance,False Alarm – Maintenance
S00966,C2040,Office,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-01-18,21:48,2nd,High,E07,Junior,7,18,No,No,No,No,Dust,False Alarm – Dust
S00967,C2045,Office,Tamper,Cover Removed,Zone 8 – Control Room,2025-06-19,01:35,3rd,High,E07,Junior,11,22,No,No,No,No,Maintenance,False Alarm – Maintenance
S00968,C2086,Factory,Burglary,Motion Detected,Zone 5 – Garage,2025-03-08,06:04,3rd,Critical,E04,Mid,6,21,Yes,No,No,No,N/A,Confirmed Intrusion
S00969,C2104,Warehouse,Panic Button,Duress Code,Zone 8 – Control Room,2025-03-11,12:31,1st,Critical,E10,Mid,6,96,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00970,C2010,Home,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-06-24,21:56,2nd,Medium,E08,Junior,19,33,No,No,No,No,Environmental,False Alarm – Environmental
S00971,C2126,School,Burglary,Motion Detected,Zone 6 – Office,2025-05-08,04:32,3rd,Low,E10,Mid,5,10,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00972,C2009,Home,Burglary,Motion Detected,Zone 3 – Bedroom,2025-03-04,10:30,1st,Low,E04,Mid,7,18,No,No,No,No,Dust,False Alarm – Dust
S00973,C2038,Office,Technical,Power Restored,Zone 8 – Control Room,2025-01-22,06:43,3rd,Low,E07,Junior,15,27,No,No,No,No,Power outage,False Alarm – Power outage
S00974,C2021,Home,Burglary,Glass Break,Zone 5 – Garage,2025-06-07,13:25,1st,Critical,E02,Senior,3,56,Yes,Yes,No,Yes,N/A,Forced Entry
S00975,C2106,Warehouse,Technical,Low Battery,Zone 1 – Main Door,2025-05-22,03:46,3rd,Low,E09,Junior,9,22,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00976,C2102,Warehouse,Technical,Low Battery,Zone 7 – Storage,2025-02-26,10:59,1st,Low,E03,Mid,8,11,No,No,No,No,Power outage,False Alarm – Power outage
S00977,C2107,Warehouse,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-02-21,00:49,3rd,High,E03,Mid,10,14,No,No,No,No,Dust,False Alarm – Dust
S00978,C2125,Warehouse,Technical,Low Battery,Zone 5 – Garage,2025-01-16,09:12,1st,Medium,E01,Senior,2,6,No,No,No,No,Maintenance,False Alarm – Maintenance
S00979,C2047,Office,Technical,Power Loss,Zone 6 – Office,2025-03-21,10:03,1st,Medium,E05,Mid,7,22,No,No,No,No,Power outage,False Alarm – Power outage
S00980,C2076,Factory,Fire,Gas Leak,Zone 1 – Main Door,2025-04-18,09:05,1st,Medium,E04,Mid,7,12,No,No,No,No,Maintenance,False Alarm – Maintenance
S00981,C2026,Office,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-03-19,22:31,2nd,Critical,E05,Mid,6,95,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00982,C2134,School,Tamper,Cover Removed,Zone 1 – Main Door,2025-05-20,00:13,3rd,Medium,E06,Junior,7,18,No,No,No,No,Dust,False Alarm – Dust
S00983,C2095,Factory,Fire,Gas Leak,Zone 8 – Control Room,2025-02-27,13:21,1st,High,E05,Mid,6,17,No,No,No,No,Power outage,False Alarm – Power outage
S00984,C2085,Factory,Burglary,Glass Break,Zone 1 – Main Door,2025-04-19,23:22,3rd,Critical,E05,Mid,7,39,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00985,C2136,School,Burglary,Motion Detected,Zone 6 – Office,2025-05-10,00:55,3rd,Medium,E10,Mid,9,24,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00986,C2106,Warehouse,Tamper,Tamper Detected,Zone 5 – Garage,2025-06-03,06:32,3rd,Medium,E06,Junior,9,23,No,No,No,No,Animal,False Alarm – Animal
S00987,C2114,Warehouse,Technical,Sensor Fault,Zone 5 – Garage,2025-04-07,04:43,3rd,Medium,E08,Junior,18,30,No,No,No,No,N/A,Unclassified
S00988,C2099,Factory,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-05-15,00:46,3rd,Critical,E05,Mid,8,87,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00989,C2023,Home,Burglary,Motion Detected,Zone 3 – Bedroom,2025-01-06,09:31,1st,Critical,E04,Mid,6,35,Yes,Yes,No,Yes,N/A,Forced Entry
S00990,C2055,Shop,Burglary,Motion Detected,Zone 6 – Office,2025-04-07,10:15,1st,Low,E04,Mid,9,13,No,No,No,No,Animal,False Alarm – Animal
S00991,C2099,Factory,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-02-25,20:57,2nd,Critical,E06,Junior,8,38,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00992,C2086,Factory,Fire,Heat Sensor,Zone 5 – Garage,2025-05-10,22:05,2nd,Medium,E05,Mid,8,21,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00993,C2144,School,Burglary,Glass Break,Zone 0 – Control Panel,2025-03-30,05:41,3rd,Medium,E07,Junior,10,13,No,No,No,No,Animal,False Alarm – Animal
S00994,C2049,Office,Burglary,Glass Break,Zone 7 – Storage,2025-04-11,20:47,2nd,High,E03,Mid,6,69,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00995,C2138,School,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-03-29,11:03,1st,Critical,E01,Senior,1,32,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00996,C2003,Home,Burglary,Alarm Triggered,Zone 5 – Garage,2025-05-17,08:25,1st,High,E06,Junior,10,53,Yes,No,No,No,N/A,Forced Entry
S00997,C2073,Shop,Tamper,Tamper Detected,Zone 6 – Office,2025-04-04,14:09,1st,Medium,E06,Junior,11,17,No,No,No,No,Animal,False Alarm – Animal
S00998,C2056,Shop,Tamper,Cover Removed,Zone 9 – Hallway,2025-04-19,06:40,3rd,High,E04,Mid,9,24,No,No,No,No,User error,False Alarm – User error
S00999,C2058,Shop,Fire,Heat Sensor,Zone 8 – Control Room,2025-02-14,10:54,1st,Medium,E07,Junior,12,21,No,No,No,No,Environmental,False Alarm – Environmental
S01000,C2041,Office,Panic Button,Duress Code,Zone 1 – Main Door,2025-05-28,21:19,2nd,Critical,E01,Senior,2,61,Yes,Yes,No,Yes,N/A,Forced Entry
S01001,C2136,School,Burglary,Alarm Triggered,Zone 6 – Office,2025-03-20,21:04,2nd,Medium,E08,Junior,12,16,No,No,No,No,Animal,False Alarm – Animal
S01002,C2149,School,Technical,Power Loss,Zone 1 – Main Door,2025-06-03,12:48,1st,Medium,E05,Mid,5,14,No,No,No,No,Maintenance,False Alarm – Maintenance
S01003,C2038,Office,Technical,Power Restored,Zone 6 – Office,2025-06-30,14:18,1st,Low,E06,Junior,9,16,No,No,No,No,Power outage,False Alarm – Power outage
S01004,C2038,Office,Technical,Sensor Fault,Zone 0 – Control Panel,2025-03-04,00:43,3rd,Low,E08,Junior,8,15,No,No,No,No,Power outage,False Alarm – Power outage
S01005,C2014,Home,Panic Button,Duress Code,Zone 1 – Main Door,2025-02-21,06:11,3rd,Critical,E02,Senior,2,7,No,No,No,No,Power outage,False Alarm – Power outage
S01006,C2062,Shop,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-02-23,15:07,2nd,High,E05,Mid,7,20,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S01007,C2023,Home,Tamper,Cover Removed,Zone 4 – Kitchen,2025-05-24,21:49,2nd,Medium,E04,Mid,5,8,No,No,No,No,Animal,False Alarm – Animal
S01008,C2032,Office,Burglary,Motion Detected,Zone 0 – Control Panel,2025-03-19,16:05,2nd,Medium,E04,Mid,8,96,Yes,No,No,No,N/A,Forced Entry
S01009,C2025,Home,Fire,Smoke Detected,Zone 5 – Garage,2025-01-26,11:44,1st,Critical,E01,Senior,1,71,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S01010,C2084,Factory,Fire,Heat Sensor,Zone 1 – Main Door,2025-01-02,17:06,2nd,High,E09,Junior,12,22,No,No,No,No,Power outage,False Alarm – Power outage
S01011,C2133,School,Tamper,Tamper Detected,Zone 8 – Control Room,2025-02-13,22:04,2nd,Low,E07,Junior,12,27,No,No,No,No,User error,False Alarm – User error
S01012,C2143,School,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-02-17,09:00,1st,Low,E10,Mid,11,99,Yes,No,No,No,N/A,Fire Confirmed
S01013,C2144,School,Fire,Smoke Detected,Zone 6 – Office,2025-03-20,09:05,1st,Medium,E02,Senior,3,13,No,No,No,No,Dust,False Alarm – Dust
S01014,C2001,Home,Tamper,Cover Removed,Zone 2 – Living Room,2025-02-15,17:27,2nd,Low,E07,Junior,12,18,No,No,No,No,Environmental,False Alarm – Environmental
S01015,C2148,School,Burglary,Motion Detected,Zone 0 – Control Panel,2025-04-10,22:08,2nd,High,E09,Junior,9,20,No,No,No,No,Dust,False Alarm – Dust
S01016,C2026,Office,Burglary,Glass Break,Zone 7 – Storage,2025-04-10,10:44,1st,Medium,E08,Junior,24,29,No,No,No,No,Environmental,False Alarm – Environmental
S01017,C2142,School,Fire,Heat Sensor,Zone 9 – Hallway,2025-04-27,17:38,2nd,Critical,E07,Junior,14,83,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S01018,C2098,Factory,Fire,Gas Leak,Zone 5 – Garage,2025-04-17,11:16,1st,Critical,E05,Mid,6,75,Yes,No,Yes,Yes,N/A,Fire Confirmed
S01019,C2069,Shop,Burglary,Motion Detected,Zone 8 – Control Room,2025-05-23,18:04,2nd,Medium,E07,Junior,17,32,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S01020,C2040,Office,Fire,Gas Leak,Zone 8 – Control Room,2025-04-03,09:26,1st,Critical,E06,Junior,12,36,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S01021,C2029,Office,Technical,Sensor Fault,Zone 7 – Storage,2025-05-01,16:34,2nd,Low,E07,Junior,13,20,No,No,No,No,Power outage,False Alarm – Power outage
S01022,C2070,Shop,Burglary,Glass Break,Zone 6 – Office,2025-01-14,04:49,3rd,High,E02,Senior,3,46,Yes,Yes,No,Yes,N/A,Forced Entry
S01023,C2032,Office,Tamper,Cover Removed,Zone 6 – Office,2025-02-03,08:50,1st,High,E02,Senior,3,18,No,No,No,No,Maintenance,False Alarm – Maintenance
S01024,C2070,Shop,Burglary,Glass Break,Zone 7 – Storage,2025-01-12,11:35,1st,Low,E07,Junior,6,10,No,No,No,No,Power outage,False Alarm – Power outage
S01025,C2137,School,Technical,Sensor Fault,Zone 8 – Control Room,2025-03-26,20:51,2nd,Medium,E07,Junior,11,13,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S01026,C2033,Office,Burglary,Alarm Triggered,Zone 6 – Office,2025-04-08,09:42,1st,High,E05,Mid,7,69,Yes,Yes,No,Yes,N/A,Fire Confirmed
S01027,C2118,Warehouse,Fire,Gas Leak,Zone 5 – Garage,2025-05-07,13:45,1st,Critical,E02,Senior,3,11,No,No,No,No,Dust,False Alarm – Dust
S01028,C2023,Home,Burglary,Alarm Triggered,Zone 3 – Bedroom,2025-04-22,10:19,1st,High,E05,Mid,6,19,No,No,No,No,Animal,False Alarm – Animal
S01029,C2043,Office,Tamper,Tamper Detected,Zone 9 – Hallway,2025-01-14,02:05,3rd,Low,E08,Junior,11,25,No,No,No,No,Power outage,False Alarm – Power outage
S01030,C2131,School,Tamper,Cover Removed,Zone 9 – Hallway,2025-05-17,07:27,1st,High,E01,Senior,3,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S01031,C2004,Home,Technical,Power Restored,Zone 5 – Garage,2025-02-13,08:25,1st,Low,E01,Senior,2,7,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S01032,C2115,Warehouse,Burglary,Motion Detected,Zone 5 – Garage,2025-02-07,15:38,2nd,Medium,E10,Mid,7,17,No,No,No,No,User error,False Alarm – User error
S01033,C2109,Warehouse,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-03-11,20:03,2nd,Medium,E05,Mid,5,10,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S01034,C2077,Factory,Technical,Power Loss,Zone 0 – Control Panel,2025-02-26,16:18,2nd,Low,E02,Senior,2,7,No,No,No,No,N/A,Unclassified
S01035,C2132,School,Tamper,Cover Removed,Zone 1 – Main Door,2025-03-15,19:59,2nd,High,E01,Senior,1,10,No,No,No,No,N/A,Unclassified
S01036,C2091,Factory,Technical,Low Battery,Zone 1 – Main Door,2025-02-26,12:19,1st,Low,E02,Senior,3,11,No,No,No,No,Maintenance,False Alarm – Maintenance
S01037,C2026,Office,Technical,Sensor Fault,Zone 0 – Control Panel,2025-03-05,20:00,2nd,Low,E03,Mid,6,14,No,No,No,No,Maintenance,False Alarm – Maintenance
S01038,C2125,Warehouse,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-03-25,16:58,2nd,Critical,E04,Mid,5,58,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S01039,C2047,Office,Tamper,Cover Removed,Zone 9 – Hallway,2025-04-20,13:57,1st,Low,E08,Junior,17,24,No,No,No,No,User error,False Alarm – User error
S01040,C2092,Factory,Technical,Low Battery,Zone 5 – Garage,2025-06-26,05:00,3rd,Low,E08,Junior,13,21,No,No,No,No,N/A,Unclassified
S01041,C2009,Home,Fire,Heat Sensor,Zone 2 – Living Room,2025-06-24,12:57,1st,High,E08,Junior,15,23,No,No,No,No,Animal,False Alarm – Animal
S01042,C2127,School,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-01-23,14:35,1st,Critical,E01,Senior,3,67,Yes,No,No,No,N/A,Fire Confirmed
S01043,C2006,Home,Fire,Smoke Detected,Zone 2 – Living Room,2025-02-03,08:06,1st,Critical,E08,Junior,14,59,Yes,No,Yes,Yes,N/A,Confirmed Intrusion
S01044,C2003,Home,Burglary,Alarm Triggered,Zone 4 – Kitchen,2025-01-13,12:27,1st,High,E05,Mid,11,80,Yes,Yes,No,Yes,N/A,Fire Confirmed
S01045,C2131,School,Tamper,Tamper Detected,Zone 9 – Hallway,2025-03-17,01:46,3rd,Medium,E06,Junior,12,17,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S01046,C2122,Warehouse,Technical,Power Restored,Zone 1 – Main Door,2025-05-07,05:12,3rd,Low,E06,Junior,12,17,No,No,No,No,Maintenance,False Alarm – Maintenance
S01047,C2103,Warehouse,Tamper,Cover Removed,Zone 1 – Main Door,2025-01-16,08:08,1st,Low,E08,Junior,12,17,No,No,No,No,Maintenance,False Alarm – Maintenance
S01048,C2014,Home,Burglary,Alarm Triggered,Zone 4 – Kitchen,2025-03-15,00:55,3rd,High,E04,Mid,5,12,No,No,No,No,User error,False Alarm – User error
S01049,C2016,Home,Technical,Sensor Fault,Zone 5 – Garage,2025-05-23,13:30,1st,Low,E07,Junior,8,15,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S01050,C2108,Warehouse,Burglary,Alarm Triggered,Zone 5 – Garage,2025-03-26,19:22,2nd,Low,E07,Junior,14,26,No,No,No,No,N/A,Unclassified
S01051,C2074,Shop,Fire,Gas Leak,Zone 9 – Hallway,2025-06-14,04:13,3rd,Medium,E03,Mid,9,16,No,No,No,No,Power outage,False Alarm – Power outage
S01052,C2029,Office,Burglary,Motion Detected,Zone 1 – Main Door,2025-05-31,04:19,3rd,Low,E10,Mid,7,14,No,No,No,No,User error,False Alarm – User error
S01053,C2093,Factory,Burglary,Motion Detected,Zone 7 – Storage,2025-04-14,20:47,2nd,High,E01,Senior,3,92,Yes,Yes,No,Yes,N/A,Forced Entry
S01054,C2028,Office,Panic Button,Emergency Triggered,Zone 6 – Office,2025-04-07,08:56,1st,High,E09,Junior,10,25,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
